date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:05:15	1031/1031	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2023%20Nov%202018%2007:38:48%20GMT	https://ivang-design.com/thalia/img/icons/6.svg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/icons/6.svg	(from https://ivang-design.com/thalia/rooms-gallery.html)
12:05:16	47178/47178	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Nov%202018%2009:40:12%20GMT	https://ivang-design.com/thalia/img/video.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/video.jpg	(from https://ivang-design.com/thalia/rooms-video.html)
12:05:25	141547/141547	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Nov%202018%2013:29:58%20GMT	https://ivang-design.com/thalia/img/explore1.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/explore1.jpg	(from https://ivang-design.com/thalia/explore.html)
12:05:28	124208/124208	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Nov%202018%2013:45:28%20GMT	https://ivang-design.com/thalia/img/explore4.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/explore4.jpg	(from https://ivang-design.com/thalia/explore.html)
12:05:31	108972/108972	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Nov%202018%2013:51:44%20GMT	https://ivang-design.com/thalia/img/explore3.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/explore3.jpg	(from https://ivang-design.com/thalia/explore.html)
12:05:32	22050/22050	---M-Z	200	added ('OK')	text/html	date:Mon,%2026%20Nov%202018%2006:21:26%20GMT	https://ivang-design.com/thalia/post.html	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/post.html	(from https://ivang-design.com/thalia/services.html)
12:05:32	11285/11285	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2018%20Nov%202018%2011:30:12%20GMT	https://ivang-design.com/thalia/js/reveal-services.js	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/js/reveal-services.js	(from https://ivang-design.com/thalia/services.html)
12:05:35	150813/150813	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Nov%202018%2013:44:50%20GMT	https://ivang-design.com/thalia/img/explore2.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/explore2.jpg	(from https://ivang-design.com/thalia/explore.html)
12:05:37	15794/15794	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Nov%202018%2017:08:00%20GMT	https://ivang-design.com/thalia/img/res-1.png	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/res-1.png	(from https://ivang-design.com/thalia/restaurant.html)
12:05:38	15783/15783	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Nov%202018%2017:07:46%20GMT	https://ivang-design.com/thalia/img/res-2.png	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/res-2.png	(from https://ivang-design.com/thalia/restaurant.html)
12:05:41	16174/16174	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Nov%202018%2017:07:38%20GMT	https://ivang-design.com/thalia/img/res-3.png	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/res-3.png	(from https://ivang-design.com/thalia/restaurant.html)
12:05:44	89371/89371	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2017:18:06%20GMT	https://ivang-design.com/thalia/img/food1.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/food1.jpg	(from https://ivang-design.com/thalia/restaurant.html)
12:05:46	51136/51136	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2017:17:58%20GMT	https://ivang-design.com/thalia/img/food2.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/food2.jpg	(from https://ivang-design.com/thalia/restaurant.html)
12:05:53	103749/103749	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2017:17:50%20GMT	https://ivang-design.com/thalia/img/food3.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/food3.jpg	(from https://ivang-design.com/thalia/restaurant.html)
12:05:56	48793/48793	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2017:17:42%20GMT	https://ivang-design.com/thalia/img/food4.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/food4.jpg	(from https://ivang-design.com/thalia/restaurant.html)
12:05:58	41058/41058	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202017%2016:27:10%20GMT	https://ivang-design.com/thalia/img/t1.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/t1.jpg	(from https://ivang-design.com/thalia/testimonials.html)
12:05:58	23579/23579	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202017%2016:28:16%20GMT	https://ivang-design.com/thalia/img/t2.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/t2.jpg	(from https://ivang-design.com/thalia/testimonials.html)
12:05:59	38875/38875	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202017%2016:27:28%20GMT	https://ivang-design.com/thalia/img/t3.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/t3.jpg	(from https://ivang-design.com/thalia/testimonials.html)
12:06:02	17285/17285	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Nov%202018%2023:26:15%20GMT	https://ivang-design.com/thalia/img/logos/4.png	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/logos/4.png	(from https://ivang-design.com/thalia/testimonials.html)
12:07:17	4783987/4783987	---M--	200	added ('OK')	video/mp4	date:Sat,%2017%20Nov%202018%2013:56:24%20GMT	https://ivang-design.com/thalia/video/video.mp4	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/video/video.mp4	(from https://ivang-design.com/thalia/index-1.html)
12:07:19	5741/5741	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2025%20Nov%202018%2010:38:52%20GMT	https://ivang-design.com/thalia/js/reveal-about.js	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/js/reveal-about.js	(from https://ivang-design.com/thalia/about.html)
12:07:24	247567/247567	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Nov%202018%2009:54:52%20GMT	https://ivang-design.com/thalia/img/explore.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/explore.jpg	(from https://ivang-design.com/thalia/blog.html)
12:07:29	73893/73893	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2018:38:46%20GMT	https://ivang-design.com/thalia/img/blog/1.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/blog/1.jpg	(from https://ivang-design.com/thalia/blog.html)
12:07:33	76875/76875	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2018:38:30%20GMT	https://ivang-design.com/thalia/img/blog/2.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/blog/2.jpg	(from https://ivang-design.com/thalia/blog.html)
12:07:35	81330/81330	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2018:41:04%20GMT	https://ivang-design.com/thalia/img/blog/3.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/blog/3.jpg	(from https://ivang-design.com/thalia/blog.html)
12:07:38	67878/67878	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2018:36:46%20GMT	https://ivang-design.com/thalia/img/blog/4.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/blog/4.jpg	(from https://ivang-design.com/thalia/blog.html)
12:07:44	114969/114969	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2018:40:46%20GMT	https://ivang-design.com/thalia/img/blog/5.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/blog/5.jpg	(from https://ivang-design.com/thalia/blog.html)
12:07:50	31553/31553	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2018:40:24%20GMT	https://ivang-design.com/thalia/img/blog/6.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/blog/6.jpg	(from https://ivang-design.com/thalia/blog.html)
12:07:59	4731384/4731384	---M--	200	added ('OK')	video/mp4	date:Sat,%2024%20Nov%202018%2016:38:32%20GMT	https://ivang-design.com/thalia/video/video-explore.mp4	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/video/video-explore.mp4	(from https://ivang-design.com/thalia/explore.html)
12:08:00	3735459/3735459	---M--	200	added ('OK')	video/mp4	date:Sun,%2025%20Nov%202018%2010:30:02%20GMT	https://ivang-design.com/thalia/video/video-about.mp4	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/video/video-about.mp4	(from https://ivang-design.com/thalia/about.html)
12:08:01	119260/119260	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Nov%202018%2012:58:26%20GMT	https://ivang-design.com/thalia/img/blog/post.jpg	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/img/blog/post.jpg	(from https://ivang-design.com/thalia/post.html)
12:08:09	5968914/5968914	---M--	200	added ('OK')	video/mp4	date:Sat,%2024%20Nov%202018%2010:38:54%20GMT	https://ivang-design.com/thalia/video/video-res.mp4	C:/xampp/htdocs/green-escape/tmp/ivang-design.com/thalia/video/video-res.mp4	(from https://ivang-design.com/thalia/restaurant.html)
